sp_id,orb_id,n,l,j,m,mt,e
392,30,0,7,7.5,4.5,0.5,7
393,30,0,7,7.5,5.5,0.5,7
394,30,0,7,7.5,6.5,0.5,7
395,30,0,7,7.5,7.5,0.5,7
396,31,1,5,4.5,-4.5,-0.5,7
397,31,1,5,4.5,-3.5,-0.5,7
398,31,1,5,4.5,-2.5,-0.5,7
399,31,1,5,4.5,-1.5,-0.5,7
400,31,1,5,4.5,-0.5,-0.5,7
401,31,1,5,4.5,0.5,-0.5,7
402,31,1,5,4.5,1.5,-0.5,7
403,31,1,5,4.5,2.5,-0.5,7
404,31,1,5,4.5,3.5,-0.5,7
405,31,1,5,4.5,4.5,-0.5,7
406,31,1,5,4.5,-4.5,0.5,7
407,31,1,5,4.5,-3.5,0.5,7
408,31,1,5,4.5,-2.5,0.5,7
409,31,1,5,4.5,-1.5,0.5,7
410,31,1,5,4.5,-0.5,0.5,7
411,31,1,5,4.5,0.5,0.5,7
412,31,1,5,4.5,1.5,0.5,7
413,31,1,5,4.5,2.5,0.5,7
414,31,1,5,4.5,3.5,0.5,7
415,31,1,5,4.5,4.5,0.5,7
416,32,1,5,5.5,-5.5,-0.5,7
417,32,1,5,5.5,-4.5,-0.5,7
418,32,1,5,5.5,-3.5,-0.5,7
419,32,1,5,5.5,-2.5,-0.5,7
420,32,1,5,5.5,-1.5,-0.5,7
421,32,1,5,5.5,-0.5,-0.5,7
422,32,1,5,5.5,0.5,-0.5,7
423,32,1,5,5.5,1.5,-0.5,7
424,32,1,5,5.5,2.5,-0.5,7
425,32,1,5,5.5,3.5,-0.5,7
426,32,1,5,5.5,4.5,-0.5,7
427,32,1,5,5.5,5.5,-0.5,7
428,32,1,5,5.5,-5.5,0.5,7
429,32,1,5,5.5,-4.5,0.5,7
430,32,1,5,5.5,-3.5,0.5,7
431,32,1,5,5.5,-2.5,0.5,7
432,32,1,5,5.5,-1.5,0.5,7
433,32,1,5,5.5,-0.5,0.5,7
434,32,1,5,5.5,0.5,0.5,7
435,32,1,5,5.5,1.5,0.5,7
436,32,1,5,5.5,2.5,0.5,7
437,32,1,5,5.5,3.5,0.5,7
438,32,1,5,5.5,4.5,0.5,7
439,32,1,5,5.5,5.5,0.5,7
440,33,2,3,2.5,-2.5,-0.5,7
441,33,2,3,2.5,-1.5,-0.5,7
442,33,2,3,2.5,-0.5,-0.5,7
443,33,2,3,2.5,0.5,-0.5,7
444,33,2,3,2.5,1.5,-0.5,7
445,33,2,3,2.5,2.5,-0.5,7
446,33,2,3,2.5,-2.5,0.5,7
447,33,2,3,2.5,-1.5,0.5,7
448,33,2,3,2.5,-0.5,0.5,7
449,33,2,3,2.5,0.5,0.5,7
450,33,2,3,2.5,1.5,0.5,7
451,33,2,3,2.5,2.5,0.5,7
452,34,2,3,3.5,-3.5,-0.5,7
453,34,2,3,3.5,-2.5,-0.5,7
454,34,2,3,3.5,-1.5,-0.5,7
455,34,2,3,3.5,-0.5,-0.5,7
456,34,2,3,3.5,0.5,-0.5,7
457,34,2,3,3.5,1.5,-0.5,7
458,34,2,3,3.5,2.5,-0.5,7
459,34,2,3,3.5,3.5,-0.5,7
460,34,2,3,3.5,-3.5,0.5,7
461,34,2,3,3.5,-2.5,0.5,7
462,34,2,3,3.5,-1.5,0.5,7
463,34,2,3,3.5,-0.5,0.5,7
464,34,2,3,3.5,0.5,0.5,7
465,34,2,3,3.5,1.5,0.5,7
466,34,2,3,3.5,2.5,0.5,7
467,34,2,3,3.5,3.5,0.5,7
468,35,3,1,0.5,-0.5,-0.5,7
469,35,3,1,0.5,0.5,-0.5,7
470,35,3,1,0.5,-0.5,0.5,7
471,35,3,1,0.5,0.5,0.5,7
472,36,3,1,1.5,-1.5,-0.5,7
473,36,3,1,1.5,-0.5,-0.5,7
474,36,3,1,1.5,0.5,-0.5,7
475,36,3,1,1.5,1.5,-0.5,7
476,36,3,1,1.5,-1.5,0.5,7
477,36,3,1,1.5,-0.5,0.5,7
478,36,3,1,1.5,0.5,0.5,7
479,36,3,1,1.5,1.5,0.5,7
480,37,0,8,7.5,-7.5,-0.5,8
481,37,0,8,7.5,-6.5,-0.5,8
482,37,0,8,7.5,-5.5,-0.5,8
483,37,0,8,7.5,-4.5,-0.5,8
484,37,0,8,7.5,-3.5,-0.5,8
485,37,0,8,7.5,-2.5,-0.5,8
486,37,0,8,7.5,-1.5,-0.5,8
487,37,0,8,7.5,-0.5,-0.5,8
488,37,0,8,7.5,0.5,-0.5,8
489,37,0,8,7.5,1.5,-0.5,8
490,37,0,8,7.5,2.5,-0.5,8
491,37,0,8,7.5,3.5,-0.5,8
492,37,0,8,7.5,4.5,-0.5,8
493,37,0,8,7.5,5.5,-0.5,8
494,37,0,8,7.5,6.5,-0.5,8
495,37,0,8,7.5,7.5,-0.5,8
496,37,0,8,7.5,-7.5,0.5,8
497,37,0,8,7.5,-6.5,0.5,8
498,37,0,8,7.5,-5.5,0.5,8
499,37,0,8,7.5,-4.5,0.5,8
500,37,0,8,7.5,-3.5,0.5,8
501,37,0,8,7.5,-2.5,0.5,8
502,37,0,8,7.5,-1.5,0.5,8
503,37,0,8,7.5,-0.5,0.5,8
504,37,0,8,7.5,0.5,0.5,8
505,37,0,8,7.5,1.5,0.5,8
506,37,0,8,7.5,2.5,0.5,8
507,37,0,8,7.5,3.5,0.5,8
508,37,0,8,7.5,4.5,0.5,8
509,37,0,8,7.5,5.5,0.5,8
510,37,0,8,7.5,6.5,0.5,8
511,37,0,8,7.5,7.5,0.5,8
512,38,0,8,8.5,-8.5,-0.5,8
513,38,0,8,8.5,-7.5,-0.5,8
514,38,0,8,8.5,-6.5,-0.5,8
515,38,0,8,8.5,-5.5,-0.5,8
516,38,0,8,8.5,-4.5,-0.5,8
517,38,0,8,8.5,-3.5,-0.5,8
518,38,0,8,8.5,-2.5,-0.5,8
519,38,0,8,8.5,-1.5,-0.5,8
520,38,0,8,8.5,-0.5,-0.5,8
521,38,0,8,8.5,0.5,-0.5,8
522,38,0,8,8.5,1.5,-0.5,8
523,38,0,8,8.5,2.5,-0.5,8
524,38,0,8,8.5,3.5,-0.5,8
525,38,0,8,8.5,4.5,-0.5,8
526,38,0,8,8.5,5.5,-0.5,8
527,38,0,8,8.5,6.5,-0.5,8
528,38,0,8,8.5,7.5,-0.5,8
529,38,0,8,8.5,8.5,-0.5,8
530,38,0,8,8.5,-8.5,0.5,8
531,38,0,8,8.5,-7.5,0.5,8
532,38,0,8,8.5,-6.5,0.5,8
533,38,0,8,8.5,-5.5,0.5,8
534,38,0,8,8.5,-4.5,0.5,8
535,38,0,8,8.5,-3.5,0.5,8
536,38,0,8,8.5,-2.5,0.5,8
537,38,0,8,8.5,-1.5,0.5,8
538,38,0,8,8.5,-0.5,0.5,8
539,38,0,8,8.5,0.5,0.5,8
